,PC1,PC2,PC3
VIG,-0.34183909244889915,2.185462335938085,-0.7623984001796054
PLURA,0.31902950678406683,-2.3521972634368367,0.39689124908520385
EMAR,-0.3340695511421155,1.1678206223465861,-0.5503519611461326
DKD,-0.20344593695181937,1.3980096394030213,-0.36743702585409455
LYNX,2.240209661061185,0.3274156734443266,-0.30020604402511336
POSQ,-0.3503923157663677,1.111039498880669,-0.2055762090203974
BWS,-0.2717606723774421,0.3615000421130045,-0.08033693257877661
MUSE,1.0251557056193616,1.930038704632913,-0.09227061665873455
XMN,-0.17760045951846393,-1.1348952921059732,0.20911780540090058
PLUS1,-0.1367858198217449,-1.976230904216376,0.3178767935353224
AXE,-0.2254370207208054,-0.842662610932415,0.04479245228106172
TRVC,-0.34663769703474834,1.0721945609835353,-0.3487787607463136
DTEM,-0.3547934347135105,1.111527485019948,-0.2055176444356085
GIC,-0.3940686423174207,1.6777386429111472,-0.5110336660553279
PNY,-0.1762267998760142,0.5886011432741012,-0.24643164327972422
ABS,-0.35769020756061415,0.8663424955967507,-0.3352096610233104
VITAE,-0.3535141322911669,1.111472434266571,-0.20554594601203646
HEX,-0.16493724188080341,-1.0392672242018928,0.007541709429982873
TPC,-0.3277803702624323,1.167108946916524,-0.5504337856720417
WEBC,-0.1307345328500256,-2.15864401819463,0.3716977232005038
RYO,-0.14717722325649754,-2.173066658271556,0.3872309970169708
URALS,-0.14218032507840403,-1.0897707656170539,0.08390773887922728
QWC,3.1116336901955934,-2.1774186272476044,0.2587597128042836
ARE,-0.35569019427698956,0.7982472419103195,-0.2075785292095886
EUNO,-0.39473398059572734,1.3644513183074205,-0.5131000443216424
MMO,-0.29262260969594245,0.6014942430653761,-0.24488115556668982
KETAN,-0.3690915343738349,1.0067198459687632,-0.16489349823569222
PPAI,-0.10200251884301785,-1.2807705865986279,0.17111601824839873
XDNA,-0.34855695518261703,1.1786185085053722,-0.4682297546140427
PAXEX,-0.35555174572600245,0.798210815534116,-0.20757763295159273
AZART,-0.22540841482830656,-0.8426657088776773,0.04479206203853811
TSC,-0.19451824396006723,1.1540430310030507,-0.5524292546523885
KCASH,-0.37199070981657817,1.4801235515010116,-0.18388200917005937
XCG,-0.17702874876228714,-1.1349555194444119,0.20910978683244225
AAC,-0.32861706563837756,7.194619719595652,18.48670032315484
CRYP,-0.04050795962505975,-1.974820650793823,0.327765837702893
BTXC,-0.27407877417084425,0.5512871231936772,-0.1684368808953292
ACM,-0.14228128539507423,-2.009997490119122,0.4262297006346568
BSV,-0.1421398166303364,-1.2793774057998912,0.1720473624099602
BITM,0.5381605153543957,-0.1345048523195382,-0.1516048679926701
JMC,-0.14623920416083755,0.8000916725330015,-0.21362296880614945
FRED,0.3851219559708622,-2.3575478786809465,0.39575480792474066
HERB,-0.393363919703874,1.6777038615115893,-0.5110486773979709
UMO,-0.13350333995717611,-2.1154820856819923,0.37063673735328306
LIT,-0.1338949387078401,-2.115418667688582,0.3706393496608615
PIRATE,-0.2757858994476887,-0.32851916029749095,0.07760494625732381
EXO,-0.13538149082466783,-2.0826457643275402,0.40196191439481976
BLTG,-0.16383056090568007,-1.0393395511453636,0.007520436797734089
OWC,-0.3345989720747189,1.1678687376953347,-0.5503435407724051
BEAM,-0.1437290504528337,-1.9695738500394357,0.3299447604120149
GALI,-0.3938196147637524,1.677729174824552,-0.5110393373774093
BTH,-0.1455000235421119,-1.9693952013436324,0.3299706279130741
CSPN,-0.3549103045065984,1.1115328593751177,-0.20551510382402638
CREDIT,0.5710651046135322,1.1131380314661392,-0.5683316036515583
SLC,-0.1828026360159596,-1.375599278477406,0.27681935427061055
DASHP,-0.3561666602775723,0.7982726577321331,-0.2075686268583433
NSD,-0.3340824024546304,1.167820511998448,-0.5503515906431814
BEET,-0.3076952459772498,1.117157470224935,-0.47406544498467107
TTN,-0.29660271439701663,2.1817548854167192,-0.7631703445881158
AWR,-0.39230111973169307,1.3641629278588692,-0.5131299956612733
BLAST,-0.14141659718415742,-1.2794071392399027,0.17203118250848906
XRC,-0.10443928373721041,-0.2509145427618078,-0.062019738740560854
GLT,-0.14028558588394827,-1.2794843606147377,0.1720098715637007
INSN,-0.3949610030207227,1.3644660868259142,-0.5130956715944552
ALX,3.761234073263324,2.8251081710035617,-0.07632795468877736
LDOGE,0.09992530397952876,1.1423611036769443,-0.5590715791432928
SLR,0.5302859299593655,-1.1152802613064787,-0.0018487129121985033
TRK,-0.39250266048651317,1.3645122722287537,-0.5131698040190478
UFO,-0.0911578874494528,-1.4140832315592655,0.21035559005171836
OC,-0.3334685482662407,1.167728819328672,-0.5503566885706033
BLC,-0.08440974607251805,-2.120823921606724,0.36997026566018015
BITS,-0.3342926746555644,1.167843569181512,-0.5503487591670245
NEOS,-0.2729740512215576,0.3615558780961763,-0.08031056005680542
HYPER,-0.33481050836723447,1.1678844750785506,-0.5503397231260722
PINK,-0.3865963893588633,1.3641450402683077,-0.5132857735755355
CESC,-0.14850557042364726,-1.039943548219919,0.007174199973868705
ADC,-0.2485983284132191,1.1598478656431583,-0.551684748375499
NKA,-0.09199548644214038,0.929503736977271,-0.39215641369062415
PIGGY,-0.38234891161899376,1.363763565034076,-0.5133539201688269
CRW,-0.1419301349563792,-1.2793931591078378,0.17204359823222443
GEN,-0.3340894474004119,1.1678781280983628,-0.5503588820500912
SMLY,0.5500976715472632,-1.0749037117126348,-0.007644320336911884
MI,-0.3271600228608961,1.1676158091246,-0.5505168399426353
GRS,-0.19736655636112865,-1.1581730037646842,0.16052437994284274
CPC,-0.3915326922412381,1.3643467352198102,-0.5131751760206462
CLUB,-0.3325301175780844,1.1677703128941068,-0.550388088143876
RADS,-0.37058217269813504,1.0068750609817327,-0.1648723550186029
BTA,-0.16501399480380888,-1.039253585079628,0.0075420643070824986
PAK,-0.1629715870555672,-1.0393840008865418,0.0075024068072395735
CRB,-0.39525257958776866,0.46958075998454313,-0.22489579567624796
OK,-0.31067002836917734,0.9276971330486214,-0.3858612656315529
LSK,3.7445431200032457,2.825667071705797,-0.0759380014174937
XHI,-0.10282972721510499,0.5949749248595673,-0.2492939978979922
XWC,-0.3297274045508645,1.1676773534961464,-0.5504536840184642
FSC,-0.3355487057672021,0.7957034195575725,-0.3458030320121754
J,-0.11977335331598311,-1.8324382833003776,0.36268958848033755
TRI,-0.274282867337,1.9562205888324988,-0.6198998411252996
VOLLAR,-0.12826655232982306,-2.031214696155232,0.41992425898023356
EOS,3.7544031127764725,2.825885409409531,-0.07623963442750811
RCC,-0.14787659299199069,-1.9971807316065329,0.38914858682030345
OXY,3.755646211778216,2.8258960833123536,-0.07627547293412844
TCH,-0.2538879812161366,0.3609014222610747,-0.0807544756933969
WAVES,-0.4165147767462562,1.858188815646056,11.639158507202568
PART,-0.37051809216273807,1.0068759170306416,-0.16487424219679528
BTT,34.04491111148379,1.3935862031837072,-0.9699668256221148
NXT,-0.4076843329751336,1.3775047800206484,-0.3683625640357691
ZEPH,2.48254053644156,1.2559587807557915,-0.06481994456208186
GAP,-0.33297537981449693,1.1676912593012276,-0.5503654757960023
BDX,0.3269922449623396,-2.352463434302929,0.39670515421258834
ZEN,-0.14578797440330915,-1.969389410206854,0.32997785574870114
XBC,-0.2957706510321373,0.6016837085156501,-0.24481852920603053
